a_id,b_id,count_east,east_consistency
36,63,270.90000000000003,0.30360893413867274
13,71,270.1999999999997,0.26155139581649095
44,25,267.70000000000033,0.1670789716402109
19,75,265.9,0.2871849609535471
32,59,260.8,0.3642784909097884
23,53,257.40000000000003,0.29566038523903093
37,11,256.1,0.18696925449107651
11,33,255.1000000000002,0.0783656058586704
25,73,252.5000000000002,0.16891427536191128
44,33,245.20000000000027,0.03468621859700165
18,33,244.8999999999998,0.10136622338581269
18,29,241.89999999999972,0.19561047107579196
61,42,241.30000000000004,0.28425094121458694
44,73,237.39999999999995,0.03784399639935054
5,43,236.80000000000013,0.2971006034407959
13,34,235.7,0.22194847936369003
43,11,234.4,0.20373792363345686
38,23,234.1,0.24050237598401242
38,7,233.5,0.22404406412768962
73,73,231.99999999999986,0.04947416546623482
33,6,229.40000000000003,0.11301912542967277
33,73,226.80000000000007,0.034944024351949744
74,60,226.0,0.2914699477885773
26,2,224.5,-0.14866853621699702
53,19,223.80000000000007,0.2568034078960898
34,16,223.40000000000006,0.280256152726628
36,34,222.10000000000008,0.2874434841059954
73,34,221.30000000000007,0.1786504864863093
13,74,220.2,0.183554941374183
34,22,218.20000000000005,0.30521956464165123
17,33,216.3,0.13568995178327334
13,73,216.2,0.07434131306098705
33,40,216.1,0.14179361274584498
18,13,214.7,0.12572739850547068
44,11,213.30000000000007,0.05307390422036459
18,52,212.1,0.1641711074376413
2,26,211.99999999999991,-0.15545218464871113
44,13,211.6,0.058093115669827604
61,23,211.50000000000003,0.28857671198813667
73,74,210.70000000000005,0.1435146367564507
16,54,210.5,0.311250630776074
11,13,209.70000000000007,0.0946407991545932
13,63,209.6,0.18941924348602063
33,46,209.00000000000009,0.10501961951451198
73,18,208.4,0.0914439364153454
6,18,208.09999999999957,0.16277858594633096
47,33,206.50000000000014,0.08960042759835418
11,73,205.50000000000003,0.057411609942814266
36,74,204.80000000000007,0.2468224462669643
42,7,204.2,0.2494833326237993
18,19,204.1,0.19801036061831645
25,29,202.89999999999984,0.22492921478664976
24,25,202.29999999999993,0.23876279243551657
35,9,201.7,0.34724939716983355
34,63,198.70000000000005,0.27837002288788176
39,75,197.89999999999984,0.21487820343728087
54,47,196.79999999999995,0.26658700561038684
24,6,196.49999999999991,0.20014867812415132
10,47,194.50000000000003,0.2622057302695899
13,64,193.59999999999994,0.1565500651306425
43,44,193.0,0.13857143811196374
19,7,192.70000000000007,0.2485948738236602
53,43,191.90000000000006,0.24572214142760468
22,5,191.90000000000003,0.2699977688545679
18,21,191.59999999999985,0.2081191466707562
33,39,191.29999999999993,0.10047630619956391
63,22,189.90000000000012,0.2680906653348504
5,19,187.60000000000008,0.2491264446319879
6,5,187.20000000000007,0.2113300169354694
52,73,186.5000000000001,0.09023095213979686
33,17,186.50000000000003,0.11066454940352238
19,43,186.30000000000007,0.25489476190294835
6,39,186.09999999999994,0.17879509098787028
62,73,184.90000000000026,0.10862739384240226
38,44,184.30000000000004,0.067844628383822
64,73,183.80000000000027,0.1121237629367242
33,56,181.2,0.14271133335504665
19,11,180.79999999999995,0.15457796323539405
33,38,180.20000000000027,0.05998767156034326
73,28,179.40000000000003,0.1953902573268856
61,7,179.3,0.24778752927225334
13,13,179.19999999999996,0.0844440358138309
29,73,178.30000000000007,0.09742016818028382
33,3,178.00000000000003,0.16522814144612943
73,37,177.6,0.11175065282152105
43,7,176.20000000000007,0.2474221450498751
72,33,175.8,0.1454930654447644
40,33,175.50000000000009,0.11224554075171075
44,24,174.89999999999995,0.09824065846129114
11,6,173.7999999999999,0.11061593068010007
43,75,173.70000000000005,0.2344991691172766
65,37,173.2,0.1961275270858226
5,29,171.60000000000005,0.2096946882090736
44,37,170.5000000000002,0.09238541173409914
25,21,170.3999999999999,0.24490884557669787
44,65,168.9,0.086556178350247
21,11,168.69999999999987,0.16331093381412892
33,41,167.4,0.13212731020285828
44,46,167.3000000000001,0.07333549035897685
39,13,167.3000000000001,0.12372821153950316
11,11,167.2,0.059628711013422195
33,37,166.59999999999988,0.0921905642332602
25,52,165.5,0.1835592186750503
65,18,164.60000000000005,0.14837549415593426
55,33,164.49999999999997,0.15791935429383547
18,46,163.50000000000006,0.134114523079316
64,39,162.8,0.18125016595324175
33,62,162.79999999999995,0.0854573964580715
18,44,161.09999999999997,0.04563162683296427
43,42,161.0,0.22562475849958707
22,18,160.99999999999997,0.18180810308293646
75,44,160.40000000000003,0.09135295637685834
63,6,159.20000000000005,0.18817522859405758
31,33,158.99999999999994,0.09845091632514075
31,18,158.89999999999995,0.1590828573035619
5,53,158.20000000000005,0.21094942715165582
64,44,158.1999999999999,0.08398251069859478
73,33,158.09999999999997,-0.004439346962971915
64,62,157.6,0.18253515939398865
42,75,157.0,0.20047156564496058
75,33,156.60000000000005,0.09004563997568565
67,33,156.6,0.13105475476032655
42,11,155.6,0.12680243080931153
73,13,155.29999999999984,0.033820364436130186
33,64,154.50000000000006,0.08253860444818523
52,33,154.29999999999995,0.05927551184113215
37,46,153.8,0.16635665813210687
11,44,153.5999999999998,0.01295706455121721
40,8,153.5,0.1920470273958003
13,39,153.29999999999995,0.11570615115526221
74,63,153.29999999999995,0.2119046622469879
54,60,153.2,0.29959354664722276
16,6,152.89999999999995,0.16651637181699983
38,61,152.4,0.17015927477319037
58,39,151.99999999999994,0.19761573287895742
18,6,151.7,0.11989677920532159
52,64,151.50000000000006,0.1575503765203451
18,18,151.29999999999995,0.10011235238629458
28,47,151.29999999999995,0.23401629282480269
19,44,151.20000000000005,0.09445490728794503
38,51,150.8,0.20478216946990924
4,25,150.79999999999995,0.2531929850638236
39,44,150.6999999999999,0.06816315786828103
6,62,150.6,0.15555513033393584
13,18,150.39999999999995,0.08252821744190968
16,22,149.50000000000003,0.21686310189478225
33,44,149.0,-0.02408173250114445
16,27,148.9,0.24974249080176036
18,5,148.60000000000005,0.1593355248419538
62,65,148.50000000000003,0.16939686041500568
19,42,148.39999999999995,0.20224056660267511
42,44,148.00000000000006,0.08421036118550759
12,17,147.99999999999991,0.17956032214996093
52,65,147.50000000000003,0.14947862619638672
38,30,147.2,0.21990255684898885
11,46,147.1999999999999,0.09358051910217592
73,39,147.0,0.07795741400934449
11,18,146.6,0.06936588176495494
6,44,146.39999999999995,0.05358384399289193
36,16,146.29999999999995,0.1951246104278104
52,13,145.89999999999986,0.09245709864018198
16,33,145.79999999999995,0.08063403075450139
52,6,145.6000000000001,0.13161855738422484
18,1,145.0,0.14865777095924723
65,33,144.7,0.07121695926114552
1,73,144.69999999999976,0.0948231383330511
11,24,144.19999999999982,0.109819740831523
25,19,143.70000000000005,0.20189055109767484
30,33,143.60000000000005,0.1514479180540607
28,28,143.60000000000005,0.3343106208105984
39,73,143.49999999999991,0.07068872464836817
53,44,143.4,0.07460686840127265
18,73,143.30000000000004,0.04005980549130764
36,71,143.3,0.23974613297774208
4,6,143.20000000000005,0.21266807430089868
11,64,143.20000000000005,0.10636060194759234
74,34,142.89999999999995,0.21661902997223384
25,44,142.8,0.08346943191179317
33,36,141.99999999999997,0.0840574266708265
44,31,141.69999999999982,0.08019840289299139
20,72,141.5,0.2706120857703668
51,53,141.09999999999997,0.2362293920654654
10,60,140.7,0.2843477500699226
17,12,140.6,0.1778170899960341
46,6,140.5,0.13702118727833823
12,73,140.39999999999995,0.07583370344044993
42,23,139.6,0.20990431954146987
44,8,139.29999999999998,0.06341471503122396
66,11,138.9,0.20191690933057108
64,11,138.8,0.103457618413107
74,22,138.69999999999996,0.2096399131847733
33,19,137.79999999999998,0.08422177011085008
58,37,137.5,0.19319749561001706
63,33,137.29999999999998,0.08905655645655965
8,12,137.2,0.16377862978087077
8,40,137.10000000000002,0.17929641050880873
62,46,136.90000000000006,0.14674539474458437
73,24,136.60000000000014,0.0807402702048779
58,33,136.2,0.09253583343984621
60,47,135.6,0.1792925949562404
33,8,135.50000000000009,0.06275018529316854
56,16,134.99999999999997,0.20859173296054132
33,1,134.80000000000007,0.0794991607367802
73,6,134.70000000000005,0.05602572513814329
12,8,134.60000000000008,0.15951997337492188
33,74,134.3,0.07356964495099139
74,33,133.50000000000003,0.07298476008243554
52,46,133.29999999999978,0.12446386130856643
64,33,133.20000000000005,0.064349178206875
42,30,133.19999999999993,0.2489292662476735
65,39,133.09999999999997,0.15072606891045104
65,62,132.89999999999998,0.15617678230320303
33,14,132.8,0.14190529050884604
6,11,132.60000000000002,0.07724830094425891
52,62,132.30000000000004,0.13597544011491067
36,60,132.3,0.2176161706345014
73,63,131.70000000000002,0.09430597315311552
53,72,131.49999999999994,0.20907600406081706
73,25,131.3,0.08565616420006687
18,53,130.9,0.12418798423099268
46,73,130.8000000000001,0.05601216371278005
33,67,130.80000000000004,0.10493608385722271
8,41,130.2,0.19624607779442071
37,13,129.90000000000003,0.10069389153114315
44,17,129.59999999999988,0.061833061392678274
71,18,129.30000000000004,0.1723436591106108
46,25,129.3,0.15890320728698482
73,47,129.09999999999997,0.04409303629454558
67,12,129.0,0.20355462780834538
29,13,128.89999999999995,0.08953536182832486
24,22,128.7,0.19471124791099412
37,33,128.60000000000002,0.059966372881718674
62,31,127.99999999999993,0.165058582109939
58,18,127.70000000000007,0.1437151771465337
44,52,127.60000000000008,0.03490449652503171
52,31,127.29999999999998,0.14564671906319543
12,33,127.10000000000004,0.05689958935211238
73,62,127.09999999999997,0.06572258661079335
42,33,127.0,0.06702258630248843
53,33,126.49999999999993,0.060973205871421174
41,33,126.40000000000009,0.09557495558318954
58,11,126.4,0.11695548552752057
46,62,126.1,0.13969896422480574
39,39,125.80000000000004,0.1371035020069202
65,52,125.7,0.1311469503028723
24,64,125.40000000000003,0.15912338939595638
56,69,125.3,0.2413702756705561
53,55,125.3,0.2234755864205533
40,73,124.99999999999984,0.07607942319486154
6,13,124.69999999999986,0.07540468452612595
33,53,124.59999999999991,0.0588668174756326
11,75,124.29999999999993,0.09451232786483872
44,64,124.00000000000006,0.05282383251544529
27,47,124.00000000000004,0.1903266198841488
7,7,124.0,0.18687011835289777
44,29,123.89999999999986,0.04312029837674944
13,49,123.8,0.19101714675304776
29,29,122.4,0.13240303734380857
73,58,122.30000000000004,0.08966658276551653
33,31,122.29999999999997,0.06484469477701701
11,65,122.1,0.08198205404927615
29,33,122.09999999999992,0.04360878226463534
11,31,122.0,0.09725684586965302
62,33,121.80000000000004,0.049474652343220675
71,33,121.40000000000003,0.10510979850384769
33,20,121.09999999999997,0.09862609167140017
33,72,120.9,0.0965559447740461
61,44,120.8,0.0760583671078775
75,73,120.60000000000014,0.0645167376389681
33,65,120.1,0.04730976024146079
60,33,120.09999999999997,0.09213556164526679
53,29,120.0,0.14294718565543693
56,33,119.79999999999998,0.08918998716511949
64,1,119.7,0.1630371965894578
65,46,119.60000000000004,0.1300521406999712
37,31,119.49999999999987,0.15996363577608233
13,33,119.40000000000003,-0.0044745274440971495
65,44,119.29999999999998,0.046149353695057134
13,37,119.2,0.09319999558319646
24,13,118.79999999999998,0.0933863295241909
44,49,118.69999999999996,0.14036163490588266
33,24,118.6999999999999,0.052809244612804666
61,11,118.4,0.10876371776208649
61,75,118.4,0.17894456878576745
7,33,118.39999999999996,0.06668877566398045
62,13,118.3,0.08511154827797751
8,33,118.1,0.04753616926960284
66,73,117.99999999999996,0.15302903822291195
40,17,117.69999999999986,0.1634120536216138
28,74,117.5,0.2339494349006277
18,64,116.39999999999996,0.10654729235710086
17,35,116.3,0.2129266097615169
39,33,116.09999999999997,0.038445960808579684
33,12,116.00000000000004,0.04641455705371118
59,32,115.90000000000013,0.23065850337839838
1,31,115.8,0.16907530125637085
52,29,115.4,0.11253352324154374
59,40,115.4,0.20102256442842878
52,8,115.29999999999998,0.11852390154435896
31,73,115.20000000000002,0.06525853519189682
38,38,115.1,0.07017401803664242
1,65,115.09999999999994,0.15300266748244967
23,72,115.0,0.21919758196501507
41,8,114.8000000000002,0.17766486423165184
59,33,114.60000000000002,0.08856775924414884
31,37,114.6,0.15539873668615467
65,11,114.59999999999998,0.07643257009502238
22,6,114.4,0.15519752408290766
6,6,114.00000000000004,0.10288973331767752
33,16,113.89999999999996,0.05060336487599809
5,33,113.89999999999992,0.06614715911934411
16,5,113.79999999999997,0.1686283882746632
1,33,113.2,0.057960071823348225
12,67,113.10000000000014,0.1825550646999893
12,46,112.99999999999996,0.12432644341051227
24,73,112.69999999999996,0.05468290449156923
11,39,112.69999999999979,0.0674841633048223
62,17,112.59999999999997,0.14103813657264674
33,22,112.59999999999992,0.07574393896475021
37,73,112.40000000000009,0.05058820564149811
63,54,112.0,0.2338892419398605
11,29,111.99999999999996,0.06634236098145867
18,55,111.7,0.16588052074012774
59,73,111.60000000000008,0.09197119966852171
11,58,111.60000000000002,0.10014902274724419
44,35,111.6,0.09924820799148681
73,22,111.10000000000008,0.08482493686568705
38,57,110.90000000000006,0.18740188914678668
18,43,110.6,0.1269983189340617
43,33,110.59999999999992,0.06918744604730916
38,53,110.4,0.10789926842293053
14,47,110.30000000000004,0.18841482891396746
1,13,110.29999999999994,0.09366951422391097
23,43,110.2,0.1965349911959007
38,59,109.8,0.14650330897457764
44,58,109.3,0.06263408380729601
72,38,109.09999999999997,0.14123282524720662
16,18,108.99999999999994,0.10360617021041903
1,64,108.9999999999999,0.15030832187444748
37,18,108.80000000000004,0.09827651028924275
71,6,108.20000000000006,0.16770082091870905
23,55,108.19999999999996,0.23158097600990052
6,1,107.9,0.1295754466188984
58,73,107.89999999999979,0.07070760417356013
44,6,107.80000000000004,0.01642713481619964
64,37,107.70000000000006,0.13582430639548368
34,6,107.70000000000003,0.15078831200856868
19,73,107.69999999999996,0.061246168024473545
24,66,107.40000000000003,0.23446713570238667
5,13,107.29999999999997,0.09770417432965842
73,71,107.1000000000001,0.09997101599424474
21,73,106.89999999999996,0.07758174195498979
22,39,106.8,0.15717605408983304
44,39,106.69999999999979,0.02610768865522084
33,50,106.60000000000002,0.11700028961238289
33,55,106.39999999999996,0.10157394463238058
31,44,106.29999999999997,0.04742280527490811
33,43,106.20000000000003,0.06392415106630045
31,6,106.20000000000002,0.12563781872206717
54,10,105.9,0.2753784091886017
33,42,105.7,0.04453580024211173
31,52,105.6,0.12390053373539202
37,75,105.30000000000008,0.13862627462696037
8,73,105.20000000000006,0.04062942524038364
11,52,105.10000000000008,0.04732547952081292
44,36,104.90000000000015,0.04484391055836462
63,27,104.7,0.21610673976098885
33,35,104.60000000000004,0.09394692773467629
9,17,104.49999999999984,0.19026144393944008
64,18,104.40000000000009,0.09334166515582837
14,10,104.4,0.27733476475288293
24,46,104.30000000000004,0.11965685642675114
16,42,104.09999999999992,0.14424343705558082
5,42,103.99999999999993,0.15948614214696893
46,39,103.2,0.10880306751765957
3,33,103.19999999999996,0.09442764888250406
16,53,103.19999999999992,0.13805564293206024
18,17,103.09999999999994,0.09522231354075
74,71,102.99999999999996,0.18911187724825854
36,47,102.7,0.11652905331746832
12,13,102.5,0.07009977416993725
33,59,102.20000000000006,0.07451773236225763
13,60,102.2,0.11477583388279934
75,13,102.10000000000014,0.0766972475940154
50,47,102.10000000000002,0.18084272133296853
53,7,101.8999999999999,0.14757369512116394
53,75,101.8,0.1372722891420736
1,39,101.5,0.13219999555562562
51,72,101.4,0.23138214017157271
39,31,101.1999999999999,0.12940141468582755
71,39,101.10000000000004,0.16968491082331527
44,75,100.79999999999987,0.0344295387578036
31,1,100.6,0.1520800170167059
46,1,100.5,0.12797254527734267
63,69,100.2,0.19401053888365358
24,39,100.1,0.12117827527387494
41,17,99.99999999999994,0.16661941620251264
46,49,99.60000000000002,0.20435744306168016
56,54,99.5,0.23429323593557316
65,73,99.29999999999997,0.03310213743548054
44,1,99.1,0.04010652937115327
55,56,99.09999999999998,0.22578603719181933
16,47,99.0,0.10375869347097448
63,25,99.0,0.15737357412929381
47,47,98.79999999999998,0.07010979304975529
64,65,98.70000000000003,0.12051093571177936
5,7,98.7,0.16093411240032174
37,65,98.69999999999992,0.12039682235485272
1,46,98.4,0.12170372271166427
13,62,98.29999999999998,0.0663148676704447
34,33,98.20000000000003,0.0630410365840668
3,16,98.2,0.18922045976498572
69,33,97.89999999999998,0.0720817235261609
37,24,97.89999999999992,0.12612880381962244
37,6,97.49999999999996,0.10346080161166392
62,37,97.40000000000002,0.1192231100213963
44,71,97.29999999999994,0.07515353611689221
36,73,97.19999999999986,0.046978457372196664
3,6,97.09999999999998,0.16295756437173003
72,14,97.0,0.2412284665859714
56,3,96.79999999999998,0.21929825177616405
44,62,96.79999999999997,0.020523254458926724
35,47,96.70000000000002,0.15398414005828873
61,53,96.39999999999998,0.1491214714232279
29,75,96.2,0.11740825169075851
31,62,96.2,0.12951911058674212
18,24,95.89999999999992,0.0853494426762233
37,17,95.69999999999996,0.12443012909640076
22,53,95.69999999999996,0.15481450637385863
47,56,95.59999999999997,0.12936836826782544
73,16,95.5,0.04070943708505038
23,19,95.3,0.1662873232942928
5,44,95.20000000000006,0.04341900441610667
18,40,95.2,0.09587542169061616
36,13,95.19999999999986,0.0762082588470323
44,4,95.0,0.07819250920772083
71,5,94.90000000000002,0.19086038803740601
58,62,94.9,0.14088287462993507
41,73,94.89999999999992,0.06749289099648474
5,72,94.8,0.18281350304925853
33,58,94.8,0.048570990107491
18,38,94.79999999999993,0.04220873285470341
3,3,94.6,0.23929513978629846
33,63,94.59999999999994,0.04390798450584021
52,17,94.59999999999992,0.10106920507212146
65,24,94.5,0.11869416607809562
52,58,94.5,0.12165494080935656
33,45,94.4,0.16190583594395055
17,6,94.3,0.10750955584284179
44,38,94.29999999999997,-0.01820944564149854
29,24,94.20000000000006,0.11151484297341899
20,53,93.8,0.17296581422167537
19,29,93.7,0.12436835573287647
49,52,93.7,0.18832594970276964
18,65,93.49999999999994,0.07561667907797337
39,65,93.19999999999986,0.10425194354271952
56,6,93.10000000000004,0.13453298176308048
47,55,93.09999999999987,0.15244906959668567
31,13,93.0,0.07173132767974637
44,34,92.90000000000008,0.05308174416347381
47,38,92.90000000000006,0.04980860038543426
46,52,92.7,0.0840369685741496
44,55,92.49999999999994,0.08203059068349976
11,37,92.29999999999987,0.05303145733090831
39,7,91.9,0.12260337205268504
12,31,91.89999999999998,0.12491887960831666
33,32,91.89999999999996,0.06289221495537915
1,17,91.89999999999992,0.13231380329072245
13,6,91.80000000000004,0.04222019603592002
6,37,91.7000000000001,0.09615681090115205
11,36,91.70000000000003,0.06369303320157037
11,8,91.59999999999997,0.04875025102271268
29,6,91.59999999999992,0.08609312091921278
74,6,91.5,0.10389586316647967
33,61,91.2,0.04217151967165206
58,44,91.2,0.04281501903352785
12,9,91.0,0.17028938183935852
6,64,90.9,0.09504578219506325
23,23,90.89999999999998,0.17524232101371354
12,65,90.80000000000008,0.10855604391692736
36,58,90.80000000000004,0.15172981487976775
38,11,90.8,0.01906163561713962
39,24,90.7,0.10764330144367698
44,22,90.59999999999997,0.04751330711874512
64,13,90.59999999999985,0.05732248889916321
21,13,90.40000000000002,0.08922859956178465
40,31,90.39999999999996,0.13682804826711917
37,29,90.0000000000001,0.10404005252819788
16,69,89.9,0.16467900285408804
39,18,89.89999999999996,0.0662746764168982
44,16,89.79999999999998,0.020657085744769176
57,33,89.5,0.1005070235881096
39,46,89.49999999999996,0.08817115307819459
56,38,89.49999999999996,0.11008666893812755
7,11,89.2,0.06604219722349466
23,15,89.19999999999997,0.2392859408545155
73,31,89.00000000000001,0.0382468205119109
44,63,88.99999999999999,0.03435249064858152
53,11,88.89999999999998,0.05243080403077406
62,6,88.89999999999996,0.08848227136007267
33,34,88.89999999999996,0.050594805921354756
31,39,88.6,0.11395348781550158
47,72,88.40000000000002,0.12568523550253566
30,14,88.4,0.25960853706441167
16,10,88.39999999999998,0.1845365322879268
6,58,88.39999999999998,0.11581625691560421
62,64,88.39999999999992,0.1072997661923404
72,56,88.29999999999998,0.1904193189568505
43,13,88.29999999999997,0.08070636255398307
25,25,88.20000000000002,0.1344241673386256
13,47,88.19999999999996,0.031128592817502274
18,31,88.1999999999999,0.08358473478395712
40,59,88.10000000000004,0.16404029201569542
10,10,88.1,0.24734911876500948
