a_id,b_id,count_west,west_consistency
32,2,1267.400000000005,-0.08046765790910373
33,33,1257.1999999999996,0.29891591122005695
2,9,1234.1000000000047,-0.0665810564746286
2,16,1232.8000000000047,-0.13531964401253077
58,2,1227.4999999999966,-0.1100041068820201
2,4,1192.8999999999935,-0.06687657319965346
2,63,1191.9999999999993,-0.11864255881280178
59,2,1176.2999999999938,-0.09219245030123739
2,21,1176.2000000000044,-0.10356797272455812
2,74,1153.4999999999995,-0.13973673762143357
2,43,1133.700000000007,-0.1165100550439074
34,2,1128.8000000000045,-0.10829581719284652
43,2,1121.4999999999993,-0.11937088218887543
35,2,1106.6999999999941,-0.07797306148705448
56,2,1098.1999999999996,-0.10774373914624426
2,72,1096.9999999999998,-0.09828227645169259
5,2,1096.3000000000025,-0.13052723102354688
2,35,1089.4999999999932,-0.07895295250093574
2,50,1077.9999999999998,-0.05347564586450767
57,2,1048.7,-0.05485825759412375
4,2,1021.5000000000024,-0.09109279669145341
54,2,1013.2999999999948,-0.07187421473005247
2,56,999.0999999999974,-0.11952381814779939
2,22,997.7000000000016,-0.1271609790052498
72,2,967.0999999999997,-0.11643392684887736
2,30,937.599999999998,-0.07738749172899129
2,71,918.2999999999986,-0.11190603459246716
66,2,915.4999999999976,-0.05528931764181403
14,2,907.799999999998,-0.08160224785228698
2,34,892.3999999999987,-0.1369794289480203
28,2,889.2999999999981,-0.08255301398439631
10,2,887.9999999999986,-0.09288055581934869
2,49,884.8999999999978,-0.06341759267328256
2,54,869.5999999999998,-0.09178472495833416
71,2,837.100000000002,-0.12505639212954142
22,2,827.3000000000039,-0.151933679212275
30,2,822.5000000000008,-0.09610770452645838
2,5,811.400000000004,-0.16760380560709784
2,66,810.3999999999999,-0.07069612597272901
49,2,805.7999999999994,-0.07746840094253121
15,2,767.9999999999999,-0.07496298188108992
3,2,747.3000000000017,-0.1267114172061432
2,10,738.1000000000005,-0.11608128441987808
2,15,734.3000000000002,-0.07954552387486812
2,68,699.0999999999992,-0.010110122502566533
2,14,697.7999999999997,-0.114972109701578
2,28,682.2999999999996,-0.11539131447261448
2,55,677.1000000000013,-0.13388112209969572
68,2,655.2999999999997,-0.02046910279183394
55,2,604.2000000000007,-0.1483566455237802
2,3,538.9999999999985,-0.16502320497726417
11,39,522.0999999999993,0.29050134228298846
44,7,508.70000000000016,0.27494681841700747
48,2,497.39999999999895,-0.10231287787863795
65,73,445.89999999999986,0.24251226628494407
2,48,438.3999999999987,-0.11508448202602502
58,13,425.59999999999945,0.30595763790384334
44,21,406.4999999999995,0.2567544213946834
44,62,403.1999999999999,0.2122205566152056
64,46,383.7,0.30903519241444477
18,44,379.3000000000003,0.16097896809003653
4,73,372.89999999999947,0.28497728762783725
18,33,362.1999999999995,0.15710828666166682
36,73,354.40000000000015,0.2241845703312623
73,6,350.60000000000036,0.18159314231893894
70,2,347.79999999999933,-0.08363718820932274
33,6,344.6999999999999,0.17141077319989698
52,37,315.6,0.26693919833300395
5,33,315.2000000000001,0.20407733921607196
2,70,313.4999999999995,-0.09057693804365614
74,74,309.0,0.3059729628070171
42,42,306.5,0.3043722426163836
47,74,304.3,0.2640679682242838
44,29,301.09999999999945,0.1606648257414869
53,53,299.6,0.2886816777734833
45,2,296.80000000000024,-0.13900435747167228
44,44,296.7000000000001,0.057663357200424224
16,16,294.7,0.29115695435143024
13,33,285.30000000000024,0.10071365674438511
8,73,283.7000000000001,0.17313083255931852
42,38,283.00000000000006,0.2442926697433115
16,63,278.90000000000003,0.29954586642416864
33,22,277.2,0.19711777722823526
2,45,275.8000000000002,-0.1462971471899941
44,12,271.1,0.15480959013168175
63,36,270.90000000000003,0.30360893413867274
71,13,270.1999999999997,0.26155139581649095
25,44,267.70000000000033,0.1670789716402109
75,19,265.9,0.2871849609535471
59,32,260.8,0.3642784909097884
53,23,257.40000000000003,0.29566038523903093
11,37,256.1,0.18696925449107651
33,11,255.1000000000002,0.0783656058586704
73,25,252.5000000000002,0.16891427536191128
33,44,245.20000000000027,0.03468621859700165
33,18,244.89999999999984,0.10136622338581272
29,18,241.89999999999972,0.19561047107579196
42,61,241.30000000000004,0.28425094121458694
73,44,237.39999999999995,0.03784399639935054
43,5,236.80000000000013,0.2971006034407959
34,13,235.7,0.22194847936369003
11,43,234.4,0.20373792363345686
23,38,234.1,0.24050237598401242
7,38,233.5,0.22404406412768962
73,73,231.99999999999986,0.04947416546623478
6,33,229.40000000000003,0.11301912542967277
73,33,226.80000000000007,0.034944024351949744
60,74,226.0,0.2914699477885773
2,26,224.5,-0.14866853621699702
19,53,223.80000000000007,0.2568034078960898
16,34,223.40000000000006,0.280256152726628
34,36,222.10000000000008,0.2874434841059954
34,73,221.30000000000007,0.17865048648630927
74,13,220.2,0.183554941374183
22,34,218.20000000000005,0.30521956464165123
33,17,216.3,0.13568995178327334
73,13,216.2,0.07434131306098705
40,33,216.1,0.14179361274584498
13,18,214.7,0.12572739850547068
11,44,213.30000000000007,0.05307390422036459
52,18,212.1,0.16417110743764124
26,2,211.99999999999991,-0.15545218464871113
13,44,211.6,0.058093115669827604
23,61,211.50000000000003,0.28857671198813667
74,73,210.70000000000005,0.14351463675645065
54,16,210.5,0.311250630776074
13,11,209.70000000000007,0.0946407991545932
63,13,209.6,0.18941924348602063
46,33,209.00000000000009,0.10501961951451198
18,73,208.4,0.09144393641534536
18,6,208.09999999999957,0.16277858594633096
33,47,206.50000000000014,0.08960042759835418
73,11,205.50000000000003,0.057411609942814266
74,36,204.80000000000007,0.2468224462669643
7,42,204.2,0.2494833326237993
19,18,204.1,0.19801036061831645
29,25,202.89999999999984,0.22492921478664976
25,24,202.29999999999993,0.23876279243551657
9,35,201.7,0.34724939716983355
63,34,198.70000000000005,0.27837002288788176
75,39,197.89999999999984,0.21487820343728087
47,54,196.79999999999995,0.26658700561038684
6,24,196.49999999999991,0.20014867812415132
47,10,194.50000000000003,0.2622057302695899
64,13,193.59999999999994,0.1565500651306425
44,43,193.0,0.13857143811196374
7,19,192.70000000000007,0.2485948738236602
43,53,191.90000000000006,0.24572214142760468
5,22,191.90000000000003,0.2699977688545679
21,18,191.59999999999985,0.2081191466707562
39,33,191.29999999999993,0.10047630619956391
22,63,189.90000000000012,0.2680906653348504
19,5,187.60000000000008,0.2491264446319879
5,6,187.20000000000007,0.2113300169354694
73,52,186.5000000000001,0.09023095213979686
17,33,186.50000000000003,0.11066454940352238
43,19,186.30000000000007,0.25489476190294835
39,6,186.09999999999994,0.17879509098787028
73,62,184.90000000000026,0.10862739384240226
44,38,184.30000000000004,0.067844628383822
73,64,183.80000000000027,0.1121237629367242
56,33,181.2,0.14271133335504665
11,19,180.79999999999995,0.15457796323539405
38,33,180.20000000000027,0.05998767156034326
28,73,179.40000000000003,0.1953902573268856
7,61,179.3,0.24778752927225334
13,13,179.19999999999996,0.0844440358138309
73,29,178.30000000000007,0.09742016818028382
3,33,178.00000000000003,0.16522814144612943
37,73,177.6,0.111750652821521
7,43,176.20000000000007,0.2474221450498751
33,72,175.8,0.1454930654447644
33,40,175.50000000000009,0.11224554075171075
24,44,174.89999999999995,0.09824065846129114
6,11,173.7999999999999,0.11061593068010007
75,43,173.70000000000005,0.2344991691172766
37,65,173.2,0.1961275270858226
29,5,171.60000000000005,0.2096946882090736
37,44,170.5000000000002,0.09238541173409914
21,25,170.39999999999986,0.24490884557669781
65,44,168.9,0.086556178350247
11,21,168.69999999999987,0.16331093381412892
41,33,167.4,0.13212731020285828
46,44,167.3000000000001,0.07333549035897685
13,39,167.3000000000001,0.12372821153950316
11,11,167.2,0.059628711013422195
37,33,166.59999999999988,0.0921905642332602
52,25,165.5,0.18355921867505023
18,65,164.60000000000005,0.14837549415593426
33,55,164.49999999999997,0.15791935429383547
46,18,163.50000000000006,0.134114523079316
39,64,162.8,0.18125016595324175
62,33,162.79999999999995,0.0854573964580715
44,18,161.09999999999997,0.04563162683296427
42,43,161.0,0.22562475849958707
18,22,160.99999999999997,0.18180810308293646
44,75,160.40000000000003,0.09135295637685834
6,63,159.20000000000005,0.18817522859405758
33,31,158.99999999999994,0.09845091632514075
18,31,158.89999999999995,0.1590828573035619
53,5,158.20000000000005,0.21094942715165582
44,64,158.1999999999999,0.08398251069859478
33,73,158.09999999999997,-0.004439346962971955
62,64,157.6,0.18253515939398865
75,42,157.0,0.20047156564496058
33,75,156.60000000000005,0.09004563997568565
33,67,156.6,0.13105475476032655
11,42,155.6,0.12680243080931153
13,73,155.29999999999987,0.033820364436130186
64,33,154.50000000000006,0.08253860444818523
33,52,154.29999999999995,0.05927551184113215
46,37,153.8,0.16635665813210687
44,11,153.5999999999998,0.01295706455121721
8,40,153.50000000000003,0.19204702739580035
39,13,153.29999999999995,0.11570615115526221
63,74,153.29999999999995,0.2119046622469879
60,54,153.2,0.29959354664722276
6,16,152.89999999999995,0.16651637181699983
61,38,152.4,0.17015927477319037
39,58,151.99999999999994,0.19761573287895742
6,18,151.7,0.11989677920532159
64,52,151.50000000000006,0.1575503765203451
47,28,151.29999999999995,0.23401629282480269
18,18,151.29999999999995,0.10011235238629458
44,19,151.20000000000005,0.09445490728794503
51,38,150.8,0.20478216946990924
25,4,150.8,0.2531929850638236
44,39,150.6999999999999,0.06816315786828103
62,6,150.6,0.15555513033393584
18,13,150.39999999999995,0.08252821744190968
22,16,149.50000000000003,0.21686310189478225
44,33,149.0,-0.02408173250114445
27,16,148.9,0.24974249080176036
5,18,148.60000000000005,0.1593355248419538
65,62,148.50000000000003,0.16939686041500568
42,19,148.39999999999995,0.20224056660267511
44,42,148.00000000000006,0.08421036118550759
17,12,147.99999999999991,0.17956032214996093
65,52,147.50000000000003,0.14947862619638672
30,38,147.2,0.21990255684898885
46,11,147.1999999999999,0.09358051910217592
39,73,147.0,0.07795741400934447
18,11,146.6,0.06936588176495494
44,6,146.39999999999995,0.05358384399289193
16,36,146.29999999999995,0.1951246104278104
13,52,145.89999999999986,0.09245709864018198
33,16,145.79999999999995,0.08063403075450139
6,52,145.6000000000001,0.13161855738422484
1,18,145.0,0.14865777095924723
33,65,144.7,0.07121695926114552
73,1,144.69999999999976,0.0948231383330511
24,11,144.19999999999982,0.109819740831523
19,25,143.70000000000005,0.20189055109767484
33,30,143.60000000000005,0.1514479180540607
28,28,143.60000000000005,0.3343106208105984
73,39,143.49999999999991,0.07068872464836817
44,53,143.4,0.07460686840127265
73,18,143.30000000000004,0.04005980549130764
71,36,143.3,0.23974613297774208
6,4,143.20000000000005,0.21266807430089868
64,11,143.20000000000005,0.10636060194759234
34,74,142.89999999999995,0.21661902997223384
44,25,142.8,0.08346943191179317
36,33,141.99999999999997,0.0840574266708265
31,44,141.69999999999982,0.08019840289299139
72,20,141.5,0.2706120857703668
53,51,141.09999999999997,0.2362293920654654
60,10,140.7,0.2843477500699226
12,17,140.6,0.1778170899960341
6,46,140.5,0.13702118727833823
73,12,140.39999999999995,0.07583370344044993
23,42,139.6,0.20990431954146987
8,44,139.29999999999998,0.06341471503122396
11,66,138.9,0.20191690933057108
11,64,138.8,0.103457618413107
22,74,138.69999999999996,0.2096399131847733
19,33,137.79999999999998,0.08422177011085008
37,58,137.5,0.19319749561001706
33,63,137.29999999999998,0.08905655645655965
12,8,137.2,0.16377862978087077
40,8,137.10000000000002,0.17929641050880873
46,62,136.90000000000003,0.1467453947445843
24,73,136.60000000000014,0.08074027020487784
33,58,136.2,0.09253583343984621
47,60,135.6,0.1792925949562404
8,33,135.50000000000009,0.06275018529316854
16,56,134.99999999999997,0.20859173296054132
1,33,134.80000000000007,0.0794991607367802
6,73,134.70000000000005,0.05602572513814325
8,12,134.60000000000008,0.15951997337492188
74,33,134.3,0.07356964495099139
33,74,133.50000000000003,0.07298476008243554
46,52,133.29999999999978,0.12446386130856643
33,64,133.20000000000005,0.064349178206875
30,42,133.19999999999996,0.2489292662476736
39,65,133.09999999999997,0.15072606891045104
62,65,132.89999999999998,0.15617678230320303
14,33,132.8,0.14190529050884604
11,6,132.60000000000002,0.07724830094425891
62,52,132.30000000000004,0.13597544011491067
60,36,132.3,0.2176161706345014
63,73,131.70000000000002,0.09430597315311551
72,53,131.49999999999994,0.20907600406081706
25,73,131.3,0.08565616420006686
53,18,130.9,0.12418798423099268
73,46,130.8000000000001,0.05601216371278005
67,33,130.80000000000004,0.10493608385722271
41,8,130.2,0.19624607779442071
13,37,129.90000000000003,0.10069389153114315
17,44,129.59999999999988,0.061833061392678274
18,71,129.30000000000004,0.1723436591106108
25,46,129.3,0.15890320728698482
47,73,129.09999999999997,0.04409303629454554
12,67,129.0,0.20355462780834538
13,29,128.89999999999995,0.08953536182832486
22,24,128.7,0.19471124791099412
33,37,128.60000000000002,0.059966372881718674
31,62,127.99999999999993,0.165058582109939
18,58,127.70000000000007,0.1437151771465337
52,44,127.60000000000008,0.03490449652503168
31,52,127.29999999999998,0.14564671906319543
33,12,127.10000000000004,0.05689958935211238
62,73,127.09999999999997,0.0657225866107933
33,42,127.0,0.06702258630248843
33,53,126.49999999999993,0.060973205871421174
33,41,126.40000000000009,0.09557495558318954
11,58,126.4,0.11695548552752057
62,46,126.1,0.13969896422480574
39,39,125.80000000000004,0.1371035020069202
52,65,125.7,0.13114695030287224
64,24,125.40000000000003,0.15912338939595638
69,56,125.3,0.2413702756705561
55,53,125.3,0.2234755864205533
73,40,124.99999999999984,0.07607942319486154
13,6,124.69999999999986,0.07540468452612595
53,33,124.59999999999991,0.0588668174756326
75,11,124.29999999999993,0.09451232786483872
64,44,124.00000000000006,0.05282383251544529
47,27,124.00000000000004,0.1903266198841488
7,7,124.0,0.18687011835289777
29,44,123.89999999999986,0.04312029837674944
49,13,123.8,0.19101714675304776
29,29,122.4,0.13240303734380857
58,73,122.30000000000004,0.0896665827655165
31,33,122.29999999999997,0.06484469477701701
65,11,122.1,0.08198205404927615
33,29,122.09999999999992,0.04360878226463534
31,11,122.0,0.09725684586965302
33,62,121.80000000000004,0.049474652343220675
33,71,121.40000000000003,0.10510979850384769
20,33,121.09999999999997,0.09862609167140017
72,33,120.89999999999998,0.09655594477404605
44,61,120.8,0.0760583671078775
73,75,120.60000000000014,0.0645167376389681
65,33,120.1,0.04730976024146079
33,60,120.09999999999997,0.09213556164526679
29,53,120.0,0.14294718565543693
33,56,119.79999999999998,0.08918998716511949
1,64,119.7,0.1630371965894578
46,65,119.60000000000004,0.1300521406999712
31,37,119.49999999999987,0.15996363577608233
33,13,119.40000000000003,-0.0044745274440971495
44,65,119.29999999999998,0.046149353695057134
37,13,119.2,0.09319999558319646
13,24,118.79999999999998,0.0933863295241909
49,44,118.69999999999996,0.14036163490588266
24,33,118.6999999999999,0.052809244612804666
11,61,118.4,0.10876371776208649
75,61,118.4,0.17894456878576745
33,7,118.39999999999996,0.06668877566398045
13,62,118.3,0.08511154827797751
33,8,118.1,0.04753616926960284
73,66,117.99999999999996,0.15302903822291195
17,40,117.69999999999986,0.1634120536216138
74,28,117.5,0.2339494349006277
64,18,116.39999999999996,0.10654729235710086
35,17,116.3,0.2129266097615169
33,39,116.09999999999997,0.038445960808579684
12,33,116.00000000000004,0.04641455705371118
32,59,115.90000000000013,0.23065850337839838
31,1,115.8,0.16907530125637085
29,52,115.4,0.11253352324154374
40,59,115.4,0.20102256442842878
8,52,115.29999999999998,0.11852390154435896
73,31,115.20000000000002,0.06525853519189682
38,38,115.1,0.07017401803664242
65,1,115.09999999999994,0.15300266748244967
72,23,115.0,0.21919758196501507
8,41,114.8000000000002,0.17766486423165184
33,59,114.60000000000002,0.08856775924414884
37,31,114.6,0.15539873668615467
11,65,114.59999999999998,0.07643257009502238
6,22,114.4,0.15519752408290766
6,6,114.00000000000004,0.10288973331767752
16,33,113.89999999999996,0.05060336487599809
33,5,113.89999999999992,0.06614715911934411
5,16,113.79999999999997,0.1686283882746632
33,1,113.2,0.057960071823348225
67,12,113.10000000000014,0.1825550646999893
46,12,112.99999999999996,0.12432644341051227
73,24,112.69999999999996,0.05468290449156923
39,11,112.69999999999979,0.0674841633048223
17,62,112.59999999999997,0.14103813657264674
22,33,112.59999999999992,0.07574393896475021
73,37,112.40000000000009,0.05058820564149811
54,63,112.0,0.2338892419398605
29,11,111.99999999999996,0.06634236098145867
55,18,111.7,0.16588052074012774
73,59,111.60000000000008,0.09197119966852171
58,11,111.60000000000002,0.10014902274724419
35,44,111.6,0.09924820799148681
22,73,111.10000000000008,0.08482493686568704
57,38,110.90000000000006,0.18740188914678668
43,18,110.6,0.1269983189340617
33,43,110.59999999999992,0.06918744604730916
53,38,110.4,0.10789926842293053
47,14,110.30000000000004,0.18841482891396746
13,1,110.29999999999994,0.09366951422391097
43,23,110.2,0.1965349911959007
59,38,109.8,0.14650330897457764
58,44,109.3,0.06263408380729601
38,72,109.09999999999997,0.14123282524720662
18,16,108.99999999999994,0.10360617021041903
64,1,108.9999999999999,0.15030832187444748
18,37,108.80000000000004,0.09827651028924275
6,71,108.20000000000006,0.16770082091870905
55,23,108.19999999999996,0.23158097600990052
1,6,107.9,0.1295754466188984
73,58,107.89999999999979,0.07070760417356013
6,44,107.80000000000004,0.01642713481619964
37,64,107.70000000000006,0.13582430639548368
6,34,107.70000000000003,0.15078831200856868
73,19,107.69999999999996,0.061246168024473545
66,24,107.40000000000003,0.23446713570238667
13,5,107.29999999999997,0.09770417432965842
71,73,107.1000000000001,0.09997101599424471
73,21,106.89999999999996,0.07758174195498979
39,22,106.8,0.15717605408983304
39,44,106.69999999999979,0.02610768865522084
50,33,106.60000000000002,0.11700028961238289
55,33,106.39999999999996,0.10157394463238058
44,31,106.29999999999997,0.04742280527490811
43,33,106.20000000000003,0.06392415106630045
6,31,106.20000000000002,0.12563781872206717
10,54,105.9,0.2753784091886017
42,33,105.7,0.04453580024211173
52,31,105.6,0.12390053373539199
75,37,105.30000000000008,0.13862627462696037
73,8,105.20000000000007,0.04062942524038366
52,11,105.10000000000008,0.04732547952081287
36,44,104.90000000000015,0.04484391055836462
27,63,104.7,0.21610673976098885
35,33,104.60000000000004,0.09394692773467629
17,9,104.49999999999984,0.19026144393944008
18,64,104.40000000000009,0.09334166515582837
10,14,104.4,0.27733476475288293
46,24,104.30000000000004,0.11965685642675114
42,16,104.09999999999992,0.14424343705558082
42,5,103.99999999999993,0.15948614214696893
39,46,103.2,0.10880306751765957
33,3,103.19999999999996,0.09442764888250406
53,16,103.19999999999992,0.13805564293206024
17,18,103.09999999999994,0.09522231354075
71,74,102.99999999999996,0.18911187724825854
47,36,102.7,0.11652905331746832
13,12,102.5,0.07009977416993725
59,33,102.20000000000006,0.07451773236225763
60,13,102.2,0.11477583388279934
13,75,102.10000000000014,0.0766972475940154
47,50,102.10000000000002,0.18084272133296853
7,53,101.8999999999999,0.14757369512116394
75,53,101.8,0.1372722891420736
39,1,101.5,0.13219999555562562
72,51,101.4,0.23138214017157271
31,39,101.1999999999999,0.12940141468582755
39,71,101.10000000000004,0.16968491082331527
75,44,100.79999999999987,0.0344295387578036
1,31,100.6,0.1520800170167059
1,46,100.5,0.12797254527734267
69,63,100.2,0.19401053888365358
39,24,100.1,0.12117827527387494
17,41,99.99999999999994,0.16661941620251264
49,46,99.60000000000002,0.20435744306168016
54,56,99.5,0.23429323593557316
73,65,99.29999999999997,0.03310213743548054
1,44,99.1,0.04010652937115327
56,55,99.09999999999998,0.22578603719181933
47,16,99.0,0.10375869347097448
25,63,99.0,0.15737357412929381
47,47,98.79999999999998,0.07010979304975529
65,64,98.70000000000003,0.12051093571177936
7,5,98.7,0.16093411240032174
65,37,98.69999999999992,0.12039682235485272
46,1,98.4,0.12170372271166427
62,13,98.29999999999998,0.0663148676704447
33,34,98.20000000000003,0.0630410365840668
16,3,98.2,0.18922045976498572
33,69,97.89999999999998,0.0720817235261609
24,37,97.89999999999992,0.12612880381962244
6,37,97.49999999999996,0.10346080161166392
37,62,97.40000000000002,0.1192231100213963
71,44,97.29999999999994,0.07515353611689221
73,36,97.19999999999986,0.046978457372196664
6,3,97.09999999999998,0.16295756437173003
14,72,97.0,0.2412284665859714
3,56,96.79999999999998,0.21929825177616405
62,44,96.79999999999997,0.020523254458926724
47,35,96.70000000000002,0.15398414005828873
53,61,96.39999999999998,0.1491214714232279
75,29,96.2,0.11740825169075851
62,31,96.2,0.12951911058674212
24,18,95.89999999999992,0.0853494426762233
17,37,95.69999999999996,0.12443012909640076
53,22,95.69999999999996,0.15481450637385863
56,47,95.59999999999997,0.12936836826782544
16,73,95.5,0.04070943708505036
19,23,95.3,0.1662873232942928
44,5,95.20000000000006,0.04341900441610667
40,18,95.2,0.09587542169061616
13,36,95.19999999999986,0.0762082588470323
4,44,95.0,0.07819250920772083
5,71,94.90000000000002,0.19086038803740601
62,58,94.9,0.14088287462993507
73,41,94.89999999999992,0.06749289099648474
72,5,94.8,0.18281350304925853
58,33,94.8,0.048570990107491
38,18,94.79999999999993,0.04220873285470341
3,3,94.6,0.23929513978629846
63,33,94.59999999999994,0.04390798450584021
17,52,94.59999999999992,0.10106920507212146
58,52,94.5,0.12165494080935656
24,65,94.5,0.11869416607809562
45,33,94.4,0.16190583594395055
6,17,94.3,0.10750955584284179
38,44,94.29999999999997,-0.01820944564149854
24,29,94.20000000000006,0.11151484297341899
53,20,93.8,0.17296581422167537
52,49,93.7,0.1883259497027696
29,19,93.7,0.12436835573287647
65,18,93.49999999999994,0.07561667907797337
65,39,93.19999999999986,0.10425194354271952
6,56,93.10000000000004,0.13453298176308048
55,47,93.09999999999987,0.15244906959668567
13,31,93.0,0.07173132767974637
34,44,92.90000000000008,0.05308174416347381
38,47,92.90000000000006,0.04980860038543426
52,46,92.7,0.08403696857414959
55,44,92.49999999999994,0.08203059068349976
37,11,92.29999999999987,0.05303145733090831
7,39,91.9,0.12260337205268504
31,12,91.89999999999998,0.12491887960831666
32,33,91.89999999999996,0.06289221495537915
17,1,91.89999999999992,0.13231380329072245
6,13,91.80000000000004,0.04222019603592002
37,6,91.7000000000001,0.09615681090115205
36,11,91.70000000000003,0.06369303320157037
8,11,91.59999999999997,0.04875025102271268
6,29,91.59999999999992,0.08609312091921278
6,74,91.5,0.10389586316647967
61,33,91.2,0.04217151967165206
44,58,91.2,0.04281501903352785
9,12,91.0,0.17028938183935852
64,6,90.9,0.09504578219506325
23,23,90.89999999999998,0.17524232101371354
65,12,90.80000000000008,0.10855604391692736
58,36,90.80000000000004,0.15172981487976775
11,38,90.8,0.01906163561713962
24,39,90.7,0.10764330144367698
22,44,90.59999999999997,0.04751330711874512
13,64,90.59999999999985,0.05732248889916321
13,21,90.40000000000002,0.08922859956178465
31,40,90.39999999999996,0.13682804826711917
29,37,90.0000000000001,0.10404005252819788
69,16,89.89999999999998,0.164679002854088
18,39,89.89999999999996,0.0662746764168982
16,44,89.79999999999998,0.020657085744769176
33,57,89.5,0.10050702358810962
38,56,89.49999999999996,0.11008666893812755
46,39,89.49999999999996,0.08817115307819459
11,7,89.2,0.06604219722349466
15,23,89.19999999999997,0.2392859408545155
31,73,89.00000000000001,0.03824682051191087
63,44,88.99999999999999,0.03435249064858152
11,53,88.89999999999998,0.05243080403077406
6,62,88.89999999999996,0.08848227136007267
34,33,88.89999999999996,0.050594805921354756
39,31,88.6,0.11395348781550158
72,47,88.40000000000002,0.12568523550253566
14,30,88.4,0.25960853706441167
10,16,88.39999999999998,0.1845365322879268
58,6,88.39999999999998,0.11581625691560421
64,62,88.39999999999992,0.1072997661923404
56,72,88.29999999999998,0.1904193189568505
13,43,88.29999999999997,0.08070636255398307
25,25,88.20000000000002,0.1344241673386256
47,13,88.19999999999996,0.031128592817502274
31,18,88.1999999999999,0.08358473478395712
59,40,88.10000000000004,0.16404029201569542
